id,budget,original_language,popularity,runtime,revenue,has_homepage,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,overview_count,overview_life,overview_find,overview_one,overview_new,overview_love,company_count,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_country_count,release_month,release_day,release_year,dayofweek,spoken_language_count,has_Released,tagline_count,tagline_one,tagline_love,tagline_world,tagline_life,tagline_stori,tagline_man,title_count,keyword_count,keyword_relationship,keyword_base,keyword_woman,keyword_film,keyword_murder,keyword_love,cast_1,cast_2,cast_3,cast_count,crew_count
548,3500000,en,5.732016000000001,93.0,16324573,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,73,0,0,0,0,0,3,0,0,1,0,1,5,3,1990,3,1,1,7,0,0,0,0,0,0,6,13,0,1,0,0,0,0,Deborah Harry,Matthew Lawrence,Matthew Lawrence,21.0,23
549,9000000,en,10.182974,99.0,81705746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58,0,0,0,1,0,5,0,1,0,0,1,10,20,2016,3,1,1,14,0,0,0,0,0,0,4,8,0,0,0,0,0,0,Elizabeth Reaser,Annalise Basso,Annalise Basso,15.0,3
550,0,en,0.769595,180.0,238073,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,0,0,0,1,0,0,0,0,0,1,9,15,2005,3,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Bruce Balden,Jacqueline Bassett,Jacqueline Bassett,4.0,1
551,13000000,en,9.142772,81.0,97837138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,1,0,1,0,0,0,0,1,9,9,2002,0,2,1,11,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Colin Farrell,Kiefer Sutherland,Kiefer Sutherland,10.0,12
552,49000000,en,30.206365,120.0,104399548,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,1,1,0,0,8,0,0,0,0,3,3,4,2015,2,1,1,9,0,0,0,0,0,0,1,5,0,0,0,0,0,0,Sharlto Copley,Dev Patel,Dev Patel,45.0,50
553,40000000,en,10.939066,98.0,141591324,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,78,0,1,0,0,0,3,1,0,0,0,1,11,21,2003,4,1,1,10,0,0,0,0,0,0,1,8,0,0,0,0,0,0,Halle Berry,Robert Downey Jr.,Robert Downey Jr.,11.0,117
554,0,en,4.769347,96.0,11081586,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,74,1,0,0,0,1,2,0,1,0,0,1,3,5,1993,4,1,1,27,0,0,0,0,0,0,4,6,0,0,0,0,0,0,Robert De Niro,Uma Thurman,Uma Thurman,11.0,9
555,14500000,ja,9.298092,108.0,95789342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,12,0,0,0,0,1,5,26,2001,5,7,1,3,0,0,0,0,0,0,1,8,0,1,0,0,0,0,Yuka Imoto,Kei Kobayashi,Kei Kobayashi,38.0,8
556,0,en,4.854436,90.0,600000,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,115,0,1,0,0,0,2,0,0,0,0,1,4,9,1932,4,2,1,9,0,0,0,0,0,0,1,13,1,0,0,1,1,0,Paul Muni,Ann Dvorak,Ann Dvorak,41.0,22
557,0,en,0.23999299999999998,112.0,4878242,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,1,3,6,2014,3,1,1,3,0,0,0,0,0,0,1,8,0,1,0,0,0,0,Mia Wasikowska,Adam Driver,Adam Driver,10.0,27
558,8500000,en,5.590678,96.0,22456509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,1,9,27,2013,4,1,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Paula Patton,Adam Brody,Adam Brody,16.0,23
559,23000000,en,7.528275999999999,106.0,46152411,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,81,0,0,0,0,0,4,0,0,0,1,3,2,26,2016,4,3,1,6,0,0,0,0,0,0,3,9,0,1,0,0,0,0,Taron Egerton,Hugh Jackman,Hugh Jackman,27.0,9
560,2700000,en,10.246132000000001,118.0,37799643,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,0,0,1,0,0,1,0,0,0,0,1,10,17,1979,2,3,1,25,1,0,0,0,0,0,3,9,0,0,0,0,0,0,Kelly Reno,Mickey Rooney,Mickey Rooney,9.0,13
561,0,en,1.282833,98.0,16136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,0,0,1,10,5,2007,4,1,1,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,Jamie McShane,Spencer Redford,Spencer Redford,8.0,2
562,0,en,12.34835,96.0,1600000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,2,0,0,0,0,1,8,23,2013,4,1,1,12,0,0,0,0,0,0,3,13,1,1,0,1,0,0,Brie Larson,John Gallagher Jr.,John Gallagher Jr.,56.0,17
563,75000000,en,11.134888,99.0,196482882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,1,4,0,0,0,0,1,2,13,2004,4,1,1,13,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Adam Sandler,Drew Barrymore,Drew Barrymore,55.0,108
564,20000000,en,8.066726,100.0,36606743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,1,10,2,2015,4,2,1,8,0,0,0,0,0,1,1,11,0,0,0,0,0,0,Bradley Cooper,Sienna Miller,Sienna Miller,27.0,24
565,0,es,0.6996680000000001,120.0,930349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,1,11,9,1984,4,1,1,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,José Luis Manzano,Fernando Guillén,Fernando Guillén,35.0,12
566,0,en,3.9395569999999998,101.0,81010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,11,27,2009,4,2,1,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,Edward Hogg,Simon Farnaby,Simon Farnaby,9.0,2
567,12000000,en,4.73816,167.0,7900000,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,34,0,0,0,1,0,3,0,0,0,0,1,10,23,1960,5,3,1,12,0,0,0,0,0,0,2,5,0,0,0,0,0,0,John Wayne,Richard Widmark,Richard Widmark,24.0,11
568,40000000,en,6.322435,91.0,36893721,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,2,0,0,0,0,1,1,26,2012,3,1,1,10,0,0,0,0,0,0,4,6,0,1,1,0,0,0,Katherine Heigl,Jason O'Mara,Jason O'Mara,17.0,19
569,12000000,en,10.159713,100.0,17768012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,1,4,20,2017,3,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,Rosario Dawson,Katherine Heigl,Katherine Heigl,18.0,71
570,18000000,en,4.29831,118.0,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54,0,0,0,0,0,1,0,0,0,0,1,6,13,1986,4,1,1,32,0,0,0,0,0,0,3,11,0,0,0,0,0,0,John Lithgow,Christopher Collet,Christopher Collet,8.0,11
571,5000000,en,17.656951,113.0,82719885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,54,0,0,0,0,0,2,0,0,0,0,1,10,31,2002,3,2,1,17,0,0,0,0,0,0,3,19,0,0,0,0,0,0,Cillian Murphy,Naomie Harris,Naomie Harris,22.0,36
572,7000000,en,11.00913,89.0,16829545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,1,4,11,2003,4,1,1,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,Sid Haig,Bill Moseley,Bill Moseley,27.0,88
573,80000000,en,9.554067,117.0,74901339,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60,1,0,0,0,0,4,1,0,0,0,2,1,29,2010,4,1,1,7,0,0,0,0,0,0,3,4,0,0,0,0,1,0,Mel Gibson,Ray Winstone,Ray Winstone,20.0,80
574,1000000,en,3.374229,97.0,10013424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,5,0,0,0,0,1,4,21,2001,5,1,1,12,0,1,0,0,0,0,3,7,1,1,1,1,0,0,Jennifer Westfeldt,Tovah Feldshuh,Tovah Feldshuh,9.0,21
575,35000000,en,10.754139,123.0,211952420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,1,5,0,1,0,0,4,9,14,2016,2,1,1,6,0,0,0,0,0,0,4,10,0,0,1,0,0,1,Renée Zellweger,Colin Firth,Colin Firth,18.0,5
576,0,en,12.50303,130.0,20710451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20,0,1,0,0,0,8,1,0,0,0,3,12,19,1990,2,1,1,12,0,0,0,0,0,0,1,6,0,0,0,0,1,0,Mel Gibson,Glenn Close,Glenn Close,18.0,9
577,16000000,en,8.899417999999999,96.0,48878502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,1,0,0,1,1,2,0,1,0,0,1,8,24,1990,4,1,1,20,0,0,0,0,0,0,1,11,0,0,0,0,0,0,Liam Neeson,Frances McDormand,Frances McDormand,21.0,60
578,0,fr,8.665106,86.0,7800000,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,1,6,0,0,0,0,2,2,1,2017,2,2,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,Omar Sy,Louane Emera,Louane Emera,20.0,16
579,16000000,en,14.906621,114.0,12434778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,2,0,0,0,0,1,6,29,2012,4,1,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Chris Pine,Elizabeth Banks,Elizabeth Banks,35.0,12
580,0,en,1.033927,88.0,88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,0,0,0,1,0,0,0,0,1,11,9,1948,0,1,1,13,0,0,0,0,0,1,4,3,0,0,0,0,0,0,Robert Mitchum,Barbara Bel Geddes,Barbara Bel Geddes,15.0,15
581,0,en,2.858879,82.0,8033397,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,63,0,0,0,0,0,1,0,0,0,0,1,7,25,1986,4,1,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Gene Wilder,Gilda Radner,Gilda Radner,16.0,18
582,0,en,6.785735000000001,116.0,461162,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,2,0,0,1,0,1,10,17,2014,4,1,1,10,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Rosemarie DeWitt,Jennifer Garner,Jennifer Garner,25.0,15
583,20000000,en,9.351557000000001,135.0,4001121,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,1,0,0,0,0,9,0,0,0,0,1,10,1,2007,0,1,1,10,0,0,0,0,0,0,4,11,0,0,0,0,0,0,Cate Blanchett,Heath Ledger,Heath Ledger,18.0,16
584,19000000,en,15.339153,108.0,25836616,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,0,0,0,0,0,4,0,0,0,0,1,1,19,1996,4,2,1,21,1,0,0,0,0,0,4,26,1,0,0,0,0,0,George Clooney,Quentin Tarantino,Quentin Tarantino,33.0,117
585,0,en,0.773954,116.0,1083282,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,11,25,1987,2,1,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Christine Lahti,Sara Walker,Sara Walker,9.0,11
586,10400000,hi,8.792104,161.0,310000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,2,0,0,0,0,1,12,23,2016,4,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Aamir Khan,Sakshi Tanwar,Sakshi Tanwar,9.0,27
587,1500000,mr,0.446454,162.0,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109,0,0,1,0,0,0,0,0,0,0,1,11,12,2015,3,2,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None,None,None,7.0,1
588,40000000,en,0.75571,107.0,312242626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,64,0,0,0,0,0,4,0,0,0,0,4,12,23,2016,4,1,1,4,0,0,0,0,0,0,5,17,0,1,1,0,0,0,Milla Jovovich,Iain Glen,Iain Glen,12.0,57
589,90000,en,0.837849,72.0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,1,0,0,0,1,0,0,0,0,1,10,1,1958,1,1,1,7,0,0,0,0,0,0,1,11,0,1,0,0,0,0,William Prince,Jim Backus,Jim Backus,12.0,11
590,28000000,en,5.017519999999999,134.0,5684789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,1,12,25,1997,3,3,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,Tenzin Thuthob Tsarong,Tencho Gyalpo,Tencho Gyalpo,5.0,19
591,0,en,0.218263,94.0,9016377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133,0,0,1,0,0,1,0,0,0,0,1,5,12,1999,2,1,1,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Deon Richmond,Donald Faison,Donald Faison,5.0,2
592,0,ru,0.402368,0.0,234748,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,12,4,2003,3,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,Sergey Garmash,Игорь Бочкин,Игорь Бочкин,8.0,6
593,6000000,en,7.903956,109.0,44703995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,4,0,0,0,0,1,9,7,2008,6,1,1,3,0,1,0,0,0,0,2,12,0,0,0,0,0,0,Mickey Rourke,Marisa Tomei,Marisa Tomei,74.0,44
594,3000000,en,11.303239999999999,108.0,11176469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,2,4,5,2013,4,3,1,5,0,0,0,0,0,0,2,11,0,0,0,0,0,0,Ethan Hawke,Julie Delpy,Julie Delpy,17.0,35
595,0,en,11.971318,97.0,32648673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,1,0,1,3,31,1995,4,1,1,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Chris Farley,David Spade,David Spade,10.0,6
596,0,fr,1.985348,88.0,214000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,1,1,7,2013,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Vincent Pérez,Vahina Giocante,Vahina Giocante,8.0,4
597,8000000,en,10.434018,120.0,21028755,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,3,1,0,0,0,1,11,12,1982,4,2,1,9,0,0,0,0,0,0,1,11,0,1,0,0,0,0,Hal Holbrook,Adrienne Barbeau,Adrienne Barbeau,21.0,15
598,8000000,en,5.320117,102.0,100523181,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,1,7,26,2006,2,1,1,8,0,0,0,0,0,0,3,15,1,0,1,0,0,0,Greg Kinnear,Toni Collette,Toni Collette,27.0,62
599,13000000,en,5.169999,110.0,1151330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,1,11,16,2006,3,2,1,9,0,0,0,0,1,0,1,5,0,0,0,0,1,0,Sigourney Weaver,Toby Jones,Toby Jones,13.0,45
600,35000000,en,13.542675,112.0,42930462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,106,0,0,0,0,0,5,0,0,0,0,2,2,21,2013,3,2,1,9,0,0,0,0,0,0,1,2,1,1,0,0,0,0,Dwayne Johnson,Barry Pepper,Barry Pepper,22.0,25
601,15000000,en,20.301019,110.0,356830601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45,0,0,0,0,0,1,0,0,1,0,1,5,16,1986,4,1,1,8,0,0,0,0,0,0,2,18,0,0,0,0,0,1,Tom Cruise,Kelly McGillis,Kelly McGillis,15.0,38
602,12000000,en,7.607052,100.0,60273173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,1,0,0,0,0,1,0,0,0,0,1,9,11,2015,4,1,1,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,None,Michael Ealy,Michael Ealy,36.0,21
603,65000000,en,10.90061,132.0,117487473,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,59,0,0,0,0,0,4,0,0,0,0,1,5,11,2001,4,1,1,4,0,0,0,0,0,0,4,11,0,0,0,0,0,0,Heath Ledger,Rufus Sewell,Rufus Sewell,16.0,95
604,16000000,en,12.069966,97.0,53478166,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,1,0,3,0,0,0,0,1,3,30,1999,1,2,1,10,0,0,0,0,0,0,6,14,0,0,0,0,0,0,Heath Ledger,Julia Stiles,Julia Stiles,44.0,37
605,5500000,en,6.3893260000000005,109.0,26414658,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,2,1,0,0,0,1,12,21,1977,2,1,1,11,0,0,0,0,0,1,2,24,0,0,0,0,0,0,Clint Eastwood,Sondra Locke,Sondra Locke,11.0,20
606,100000,en,5.113205000000001,193.0,11000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,101,0,0,0,1,0,1,0,0,0,0,1,2,8,2015,6,1,1,8,0,0,0,0,0,0,5,5,0,0,0,1,0,0,Lillian Gish,Mae Marsh,Mae Marsh,49.0,55
607,0,zh,10.475435000000001,141.0,228984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61,1,0,0,0,0,3,0,0,0,0,2,12,24,2014,2,1,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,None,Zhang Hanyu,Zhang Hanyu,9.0,7
608,0,en,1.373641,88.0,429766,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,2,0,0,0,0,1,4,29,2011,4,1,1,8,0,0,0,0,1,0,7,0,0,0,0,0,0,0,David Carr,Brian Stelter,Brian Stelter,41.0,17
609,700000,en,2.819298,77.0,31576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,1,0,3,0,0,0,0,1,2,8,2007,3,1,1,3,0,0,0,0,0,0,3,3,0,0,0,1,0,0,Ellen Page,Ari Cohen,Ari Cohen,11.0,13
610,0,en,5.121308999999999,71.0,273644,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,1,1997,2,8,0,10,0,0,0,0,0,0,7,3,0,0,0,0,0,0,Michelle Nicastro,Douglas Sills,Douglas Sills,4.0,3
611,12000000,en,7.075533999999999,82.0,3769990,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,50,0,0,1,0,0,4,0,0,0,0,1,8,14,1987,4,3,1,18,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Andre Gower,Robby Kiger,Robby Kiger,21.0,19
612,8575000,ko,16.727404999999997,145.0,1983204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,94,1,0,0,1,0,3,0,0,0,0,1,6,1,2016,2,2,1,10,0,0,0,0,0,0,2,9,0,0,1,0,0,0,Kim Min-hee,Kim Tae-Ri,Kim Tae-Ri,8.0,10
613,5000000,en,10.737565,101.0,8203235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,5,0,0,0,0,2,2,9,2004,0,1,1,7,0,0,0,0,0,0,2,14,0,0,0,0,0,0,Christian Bale,Jennifer Jason Leigh,Jennifer Jason Leigh,13.0,10
614,17000000,en,5.924226,95.0,16980098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,1,1,0,0,0,0,1,1,23,2004,4,1,1,12,1,1,0,0,1,1,6,4,1,0,0,0,0,0,Josh Duhamel,Kate Bosworth,Kate Bosworth,11.0,3
615,6000000,en,8.522673,158.0,28900000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,2,0,0,0,0,2,4,27,1961,2,3,1,6,0,0,0,0,0,0,4,6,0,1,0,0,0,0,Gregory Peck,David Niven,David Niven,24.0,41
616,0,en,3.9366730000000003,110.0,1107542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,2,0,0,0,0,1,10,17,2008,4,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,Daniel Craig,Harry Eden,Harry Eden,20.0,35
617,0,es,0.31843699999999997,95.0,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,1,10,10,2010,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Jorge Lavat,Jeannine Derbez,Jeannine Derbez,5.0,5
618,35000000,en,10.378902,94.0,117270765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,3,1,0,0,0,1,6,23,1993,2,1,1,16,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Walter Matthau,Mason Gamble,Mason Gamble,7.0,39
619,4500000,en,14.658885,90.0,27092880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,1,2,0,1,0,0,1,8,13,1982,4,1,1,8,0,0,0,0,0,0,5,24,0,1,1,0,0,0,Sean Penn,Jennifer Jason Leigh,Jennifer Jason Leigh,34.0,15
620,0,sv,5.472430999999999,188.0,4971340,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,3,12,17,1982,4,4,1,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,Allan Edwall,Ewa Fröling,Ewa Fröling,18.0,14
621,70000000,en,10.876463000000001,105.0,177841558,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,34,0,1,0,0,0,1,0,0,1,0,2,9,24,1999,4,1,1,6,0,0,0,0,0,0,2,7,0,0,0,0,1,0,Tommy Lee Jones,Ashley Judd,Ashley Judd,8.0,7
622,0,es,7.559297999999999,120.0,837000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,6,0,0,0,0,3,11,5,2004,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Carlos Padilla,Xuna Primus,Xuna Primus,22.0,22
623,10000000,en,10.754997,109.0,4073489,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,0,0,0,0,2,9,30,2016,4,1,1,13,0,0,1,0,0,0,1,10,0,1,0,0,0,0,Rachel Weisz,Tom Wilkinson,Tom Wilkinson,36.0,50
624,85000000,en,9.434006,130.0,137298489,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51,1,1,0,1,0,2,0,0,0,0,1,6,18,1993,4,1,1,6,0,0,0,0,0,0,3,9,0,0,0,0,0,0,Arnold Schwarzenegger,F. Murray Abraham,F. Murray Abraham,22.0,97
625,22000000,en,8.473369,84.0,84772742,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,1,1,0,2,0,0,0,0,1,6,1,2001,4,1,1,15,0,0,0,0,0,1,2,8,0,0,0,0,0,0,Rob Schneider,Colleen Haskell,Colleen Haskell,14.0,97
626,15000000,en,14.319742999999999,212.0,146900000,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,180,0,1,0,1,0,1,0,0,0,0,1,12,26,1959,4,1,1,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,Charlton Heston,Jack Hawkins,Jack Hawkins,57.0,51
627,0,en,4.379054,112.0,5632086,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0,0,0,2,0,0,0,0,1,3,5,1993,4,1,1,18,1,0,1,0,0,0,2,6,0,0,0,0,0,0,Robert Sean Leonard,Christian Bale,Christian Bale,8.0,9
628,16000000,hi,5.1278760000000005,142.0,29251596,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,1,4,15,2016,4,1,1,10,0,0,1,0,0,0,1,2,0,0,0,0,0,0,None,Shah Rukh Khan,Shah Rukh Khan,12.0,9
629,6000000,en,7.873407,116.0,6174491,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,4,0,0,0,0,1,11,4,2016,4,2,1,11,0,0,0,0,0,0,3,8,0,0,0,0,0,0,Miles Teller,Aaron Eckhart,Aaron Eckhart,28.0,23
630,0,en,0.8974129999999999,116.0,12413650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,109,1,0,1,1,0,2,1,0,0,0,0,8,28,1998,4,1,1,12,1,0,0,0,1,0,6,7,0,0,0,0,0,0,Vivica A. Fox,Lela Rochon,Lela Rochon,9.0,33
631,16000000,en,12.646517999999999,126.0,109502303,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,1,0,0,3,0,0,0,0,1,10,22,2004,4,2,1,12,0,0,0,0,0,0,1,7,0,0,0,0,0,0,Paul Giamatti,Thomas Haden Church,Thomas Haden Church,18.0,28
